km_driven,BMW,Chevrolet,Ford,Honda,Hyundai,Mahindra,Maruti,Renault,Skoda,Tata,Toyota,Volkswagen,uncommon,fuel_Diesel,fuel_LPG,fuel_Petrol,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
64000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
82000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
42000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
160000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
80000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
70000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
110000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
35008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
24000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
86000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
105000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
150000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
99000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56290,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
205000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
120000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
25000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
157000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
291000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
53563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
120000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
40000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
77500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
220000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
78000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
117000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
108000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
33000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
77000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83585,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
40000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
79328,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
25538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
298000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
210000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
120000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
15000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
179150,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
96272,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
99000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
35000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
12000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
120000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
220000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
110000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
33000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
56246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
65000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
71000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
125000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2600,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
46100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
167000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
140000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
34000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
105000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
85700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
53000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
80000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
53000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
153000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
56290,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
20000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
67000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
150000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
146000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
216000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
96000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
130000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
184000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88754,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
30000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
110000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
107000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
170000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
200000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
